WARNING:root:Defaulting to PJRT_DEVICE=CPU
2025-11-26 19:57:55.838 (   0.000s) [        E0290480]   plugin_attributes.cc:58       1| PluginAttributes::PJRT_Plugin_Initialize
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     client_instance.cc:797      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     client_instance.cc:797      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2025-11-26 19:57:57.843 (   2.004s) [        E0290480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.191s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.192s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.192s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.030 (   2.192s) [        E0290480]     buffer_instance.cc:610      1| BufferInstance::PJRT_Buffer_IsDeleted
2025-11-26 19:57:58.036 (   2.198s) [        E0290480]     client_instance.cc:754      1| ClientInstance::PJRT_Client_Compile
2025-11-26 19:57:58.037 (   2.198s) [        E0290480]      module_builder.cc:229      1| ModuleBuilder::buildModule
2025-11-26 19:57:58.038 (   2.199s) [        E0290480]      module_builder.cc:983      1| MLIR Module vhlo:
#loc1 = loc("p0.2")
#loc2 = loc("p1.8")
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=8]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  vhlo.func_v1 @main(%arg0: !vhlo.tensor_v1<32x16x!vhlo.f32_v1> loc("p0.2"), %arg1: !vhlo.tensor_v1<32x32x!vhlo.f32_v1> loc("p1.8")) -> (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) {
    %0 = "vhlo.constant_v1"() <{value = #vhlo.tensor_v1<dense<2.000000e+00> : tensor<f32>>}> : () -> !vhlo.tensor_v1<!vhlo.f32_v1> loc(#loc)
    %1 = "vhlo.broadcast_in_dim_v1"(%0) <{broadcast_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>}> : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1> loc(#loc)
    %2 = "vhlo.reshape_v1"(%arg0) : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1> loc(#loc3)
    %3 = "vhlo.custom_call_v1"(%2) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"input">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"args_0">}>} : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1> loc(#loc4)
    %4 = "vhlo.reshape_v1"(%3) : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1> loc(#loc5)
    %5 = "vhlo.multiply_v1"(%4, %1) {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>">}>, mhlo.sharding = #vhlo.string_v1<"{devices=[1,8]<=[8]}">} : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1> loc(#loc6)
    %6 = "vhlo.reshape_v1"(%arg1) : (!vhlo.tensor_v1<32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x32x!vhlo.f32_v1> loc(#loc7)
    %7 = "vhlo.custom_call_v1"(%6) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___x1">}>} : (!vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x32x!vhlo.f32_v1> loc(#loc8)
    %8 = "vhlo.reshape_v1"(%7) : (!vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x32x!vhlo.f32_v1> loc(#loc9)
    %9 = "vhlo.dot_general_v2"(%8, %5) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<32x32x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1> loc(#loc10)
    "vhlo.return_v1"(%5, %5, %9) : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> () loc(#loc)
  } {arg_attrs = #vhlo.array_v1<[#vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{}, {\22_axis_0\22}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[1,8]<=[8]}">}>, #vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{\22_axis_0\22}, {}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[8,1]<=[8]}">}>]>, res_attrs = #vhlo.array_v1<[]>, sym_visibility = #vhlo.string_v1<"">} loc(#loc)
} loc(#loc)
#loc = loc(unknown)
#loc3 = loc("reshape.3")
#loc4 = loc("custom-call.4")
#loc5 = loc("reshape.5")
#loc6 = loc("multiply.7")
#loc7 = loc("reshape.9")
#loc8 = loc("custom-call.10")
#loc9 = loc("reshape.11")
#loc10 = loc("dot.12")
------------------ END OF MLIR MODULE ------------------
// -----// IR Dump Before VhloToVersionPass (vhlo-to-version) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=8]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  vhlo.func_v1 @main(%arg0: !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, %arg1: !vhlo.tensor_v1<32x32x!vhlo.f32_v1>) -> (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) {
    %0 = "vhlo.constant_v1"() <{value = #vhlo.tensor_v1<dense<2.000000e+00> : tensor<f32>>}> : () -> !vhlo.tensor_v1<!vhlo.f32_v1>
    %1 = "vhlo.broadcast_in_dim_v1"(%0) <{broadcast_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>}> : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    %2 = "vhlo.reshape_v1"(%arg0) : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>
    %3 = "vhlo.custom_call_v1"(%2) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"input">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"args_0">}>} : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>
    %4 = "vhlo.reshape_v1"(%3) : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    %5 = "vhlo.multiply_v1"(%4, %1) {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>">}>, mhlo.sharding = #vhlo.string_v1<"{devices=[1,8]<=[8]}">} : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    %6 = "vhlo.reshape_v1"(%arg1) : (!vhlo.tensor_v1<32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>
    %7 = "vhlo.custom_call_v1"(%6) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"parameter">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"l__self___x1">}>} : (!vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>
    %8 = "vhlo.reshape_v1"(%7) : (!vhlo.tensor_v1<1x32x32x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x32x!vhlo.f32_v1>
    %9 = "vhlo.dot_general_v2"(%8, %5) <{accumulation_type = #vhlo.type_v1<!vhlo.none_v1>, allow_imprecise_accumulation = #vhlo.type_v1<!vhlo.none_v1>, lhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, lhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, lhs_contracting_dimensions = #vhlo.tensor_v1<dense<1> : tensor<1xi64>>, lhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>, num_primitive_operations = #vhlo.type_v1<!vhlo.none_v1>, precision_config = #vhlo.array_v1<[#vhlo<precision_v1 DEFAULT>, #vhlo<precision_v1 DEFAULT>]>, rhs_batching_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>, rhs_component_count = #vhlo.type_v1<!vhlo.none_v1>, rhs_contracting_dimensions = #vhlo.tensor_v1<dense<0> : tensor<1xi64>>, rhs_precision_type = #vhlo.type_v1<!vhlo.none_v1>}> : (!vhlo.tensor_v1<32x32x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    "vhlo.return_v1"(%5, %5, %9) : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> ()
  } {arg_attrs = #vhlo.array_v1<[#vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{}, {\22_axis_0\22}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[1,8]<=[8]}">}>, #vhlo.dict_v1<{#vhlo.string_v1<"mhlo.frontend_attributes"> = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding<@mesh, [{\22_axis_0\22}, {}]>">}>, #vhlo.string_v1<"mhlo.sharding"> = #vhlo.string_v1<"{devices=[8,1]<=[8]}">}>]>, res_attrs = #vhlo.array_v1<[]>, sym_visibility = #vhlo.string_v1<"">}
}


// -----// IR Dump Before VhloLegalizeToStablehloPass (vhlo-legalize-to-stablehlo) ('builtin.module' operation: @SyncTensorsGraph.14) //----- //
module @SyncTensorsGraph.14 attributes {mhlo.cross_program_prefetches = [], mhlo.frontend_attributes = {xla.sdy.meshes = "{mesh = #sdy.mesh<[\22_axis_0\22=8]>}"}, mhlo.input_output_alias = [], mhlo.is_dynamic = false, mhlo.use_auto_spmd_partitioning = false} {
  vhlo.func_v1 @main(%arg0: !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, %arg1: !vhlo.tensor_v1<32x32x!vhlo.f32_v1>) -> (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) {
    %0 = "vhlo.constant_v1"() <{value = #vhlo.tensor_v1<dense<2.000000e+00> : tensor<f32>>}> : () -> !vhlo.tensor_v1<!vhlo.f32_v1>
    %1 = "vhlo.broadcast_in_dim_v1"(%0) <{broadcast_dimensions = #vhlo.tensor_v1<dense<> : tensor<0xi64>>}> : (!vhlo.tensor_v1<!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    %2 = "vhlo.reshape_v1"(%arg0) : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>
    %3 = "vhlo.custom_call_v1"(%2) <{api_version = #vhlo<api_version_v1 API_VERSION_UNSPECIFIED>, backend_config = #vhlo.string_v1<"">, call_target_name = #vhlo.string_v1<"tt.mark_argument">, called_computations = #vhlo.array_v1<[]>, has_side_effect = #vhlo.bool_v1<false>, operand_layouts = #vhlo.array_v1<[]>, output_operand_aliases = #vhlo.array_v1<[]>, result_layouts = #vhlo.array_v1<[]>}> {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"ttcore.argument_type"> = #vhlo.string_v1<"input">, #vhlo.string_v1<"ttir.name"> = #vhlo.string_v1<"args_0">}>} : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>
    %4 = "vhlo.reshape_v1"(%3) : (!vhlo.tensor_v1<1x32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
    %5 = "vhlo.multiply_v1"(%4, %1) {mhlo.frontend_attributes = #vhlo.dict_v1<{#vhlo.string_v1<"xla.sdy.sharding"> = #vhlo.string_v1<"#sdy.sharding_per_value<[<@mesh, [{}, {\22_axis_0\22}]>]>">}>, mhlo.sharding = #vhlo.string_v1<"{devices=[1,8]<=[8]}">} : (!vhlo.tensor_v1<32x16x!vhlo.f32_v1>, !vhlo.tensor_v1<32x16x!vhlo.f32_v1>) -> !vhlo.tensor_v1<32x16x!vhlo.f32_v1>
