Using PJRT plugin directory: /localdev/jameszianxu/tt-xla/python_package/pjrt_plugin_tt
Using TT-Metal from the source tree: /localdev/jameszianxu/tt-xla/third_party/tt-mlir/src/tt-mlir/third_party/tt-metal/src/tt-metal
WARNING: TT plugin is setting XLA_STABLEHLO_COMPILE to 1. This is required for TT PJRT plugin to work correctly.
============================= test session starts ==============================
platform linux -- Python 3.11.14, pytest-8.4.2, pluggy-1.6.0 -- /localdev/jameszianxu/tt-xla/venv/bin/python
cachedir: .pytest_cache
metadata: {'Python': '3.11.14', 'Platform': 'Linux-5.15.0-142-generic-x86_64-with-glibc2.35', 'Packages': {'pytest': '8.4.2', 'pluggy': '1.6.0'}, 'Plugins': {'metadata': '3.1.1', 'split': '0.10.0', 'jaxtyping': '0.3.4', 'forked': '1.6.0', 'anyio': '4.12.0', 'json-report': '1.5.0'}}
rootdir: /localdev/jameszianxu/tt-xla
configfile: pytest.ini
plugins: metadata-3.1.1, split-0.10.0, jaxtyping-0.3.4, forked-1.6.0, anyio-4.12.0, json-report-1.5.0
collecting ... collected 1 item

tests/torch/graphs/test_attention.py::test_qwen2_5_attention_prefill_push[7b_instruct-1024-llmbox] 2026-01-05 17:22:57.939 (   0.000s) [        7BAA3480]   plugin_attributes.cc:60       1| PluginAttributes::PJRT_Plugin_Initialize
2026-01-05 17:23:18.632 (  20.693s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.632 (  20.693s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.632 (  20.693s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.632 (  20.693s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.632 (  20.693s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.633 (  20.693s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.693s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.693s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.633 (  20.694s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.694s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.634 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.635 (  20.695s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.635 (  20.696s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.636 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.637 (  20.697s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]     memory_instance.cc:57       1| MemoryInstance::getDevice
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:223      1| EventInstance::PJRT_Event_OnReady
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]      event_instance.cc:172      1| EventInstance::PJRT_Event_Destroy
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.637 (  20.698s) [        7BAA3480]  device_description.cc:44       1| DeviceDescription::PJRT_DeviceDescription_Id
2026-01-05 17:23:18.643 (  20.704s) [        7BAA3480]     device_instance.cc:82       1| DeviceInstance::PJRT_Device_DefaultMemory
2026-01-05 17:23:18.643 (  20.704s) [        7BAA3480]     client_instance.cc:742      1| ClientInstance::PJRT_Client_BufferFromHostBuffer
